name,sex,NameCount,Rand
Noélan,M,3,"0,751483656"
Noele,F,722,"0,504751548"
Noële,F,6,"0,938543342"
Noelia,F,302,"0,745790206"
Noélia,F,183,"0,945088221"
Noëlia,F,10,"0,045184112"
Noelie,F,7829,"0,041535935"
Noélie,F,1659,"0,340559764"
Noëlie,F,79,"0,355996899"
Noelig,M,3,"0,50105549"
Noeline,F,1711,"0,108424689"
Noéline,F,775,"0,441253206"
Noëline,F,44,"0,271658876"
Noelise,F,124,"0,611217541"
Noella,F,3441,"0,90490316"
Noëlla,F,38,"0,753692216"
Noëlle,F,24203,"0,359066616"
Noellia,F,3,"0,644074244"
Noellie,F,176,"0,384437395"
Noëllie,F,3,"0,644957161"
Noelline,F,23,"0,411464428"
Noellise,F,26,"0,408091553"
Noelly,F,37,"0,272506207"
Noëlly,F,6,"0,287493212"
Noely,F,21,"0,348837522"
Noély,F,6,"0,9290134"
Noelya,F,12,"0,675857597"
Noélya,F,9,"0,330816233"
Noëlya,F,6,"0,439522383"
Noelyne,F,118,"0,969412533"
Noélyne,F,74,"0,718136982"
Noëlyne,F,33,"0,723069534"
Noelyse,F,3,"0,718379524"
Noema,F,6,"0,131211163"
Noemi,F,228,"0,593108793"
Noémi,F,21,"0,410991638"
Noemie,F,52765,"0,042527014"
Noémie,F,14636,"0,732776"
Noèmie,F,3,"0,936492792"
Noëmie,F,170,"0,025934665"
Noemy,F,304,"0,409886269"
Noémy,F,51,"0,019696297"
Noëvan,M,3,"0,606353367"
Noha,M,1432,"0,768580957"
Noha,F,214,"0,333952557"
Nohaila,F,3,"0,180200773"
Noham,M,8506,"0,028929687"
Nohan,M,1668,"0,029307401"
Nohann,M,87,"0,041006602"
Nohayla,F,3,"0,902747444"
Nohe,M,29,"0,99847829"
Nohé,M,126,"0,984389716"
Nohemie,F,12,"0,830878063"
Nohlan,M,828,"0,971093545"
Nohlann,M,9,"0,143619151"
Nohra,F,56,"0,423006296"
Noira,F,6,"0,620640281"
Nola,F,693,"0,502898744"
Nolah,F,3,"0,115176792"
Nolan,M,43749,"0,579089456"
Nolane,M,99,"0,657233417"
Nolane,F,15,"0,321923407"
Nolann,M,5895,"0,624269022"
Nolhan,M,5833,"0,461597373"
Nolhann,M,93,"0,634184487"
Nollan,M,99,"0,066492533"
Nolvenn,F,3,"0,787056588"
Nolween,F,11,"0,027636974"
Nolwen,F,670,"0,796445558"
Nolwenn,M,3,"0,430141081"
Nolwenn,F,11315,"0,423206354"
Noman,M,3,"0,189145807"
Nominoe,M,3,"0,928500165"
Nonce,F,157,"0,576771678"
Nonce,M,320,"0,332900138"
Nonciade,F,35,"0,010723893"
Nonna,M,9,"0,61007125"
Noor,M,3,"0,905798599"
Noor,F,876,"0,94033736"
Nor,F,3,"0,484936055"
Nora,F,17173,"0,762343977"
Norah,F,3701,"0,429502709"
Norane,F,18,"0,19199685"
Norbert,M,22492,"0,305493886"
Norbert,F,59,"0,095412232"
Norberto,M,11,"0,674605118"
Norddine,M,3,"0,815650353"
Nordi,M,6,"0,313584559"
Nordin,M,40,"0,531007741"
Nordine,M,6662,"0,478626079"
Nore,M,3,"0,552122986"
Noreddine,M,71,"0,796539678"
Noredine,M,56,"0,925790175"
Noreen,F,44,"0,643027633"
Norhane,F,96,"0,297925138"
Norhene,F,27,"0,483403304"
Nori,M,3,"0,065065553"
Noria,F,587,"0,942033467"
Noriane,F,3,"0,28247922"
Norik,M,3,"0,700894895"
Norina,F,3,"0,662152963"
Norine,F,4,"0,910043889"
Norlan,M,9,"0,39610393"
Norma,F,109,"0,467608294"
Norman,M,518,"0,876805182"
Norredine,M,7,"0,611318381"
Nory,M,6,"0,271962277"
Nosredine,M,3,"0,598019182"
Nouara,F,181,"0,886320487"
Nouh,M,99,"0,189557779"
Nouha,M,65,"0,391279748"
Nouha,F,49,"0,849974107"
Nouhaila,F,40,"0,047067217"
Noujoud,F,3,"0,742016201"
Nouma,F,3,"0,112433962"
Nour,F,9612,"0,189655288"
Nour,M,434,"0,521193865"
Noura,F,1910,"0,494113796"
Nourane,F,173,"0,217644543"
Nourdine,M,652,"0,16215586"
Noureddine,M,258,"0,419502265"
Nour-Eddine,M,19,"0,485767289"
Nouredine,M,209,"0,105979029"
Nourelhouda,F,4,"0,73658241"
Nour-Elhouda,F,6,"0,962418644"
Nour-El-Houda,F,6,"0,062329275"
Nourhane,F,161,"0,394983399"
Nourhen,F,3,"0,349148607"
Nourhene,F,22,"0,482652598"
Nourhène,F,5,"0,891455886"
Nouri,M,3,"0,131981415"
Nouria,F,362,"0,471564435"
Nourimen,F,3,"0,44780706"
Nourredine,M,193,"0,704874975"
Noursine,F,15,"0,53444504"
Noury,M,3,"0,415436054"
Nousra,F,3,"0,942446785"
Noussayba,F,126,"0,674726329"
Nousseyba,F,18,"0,109869115"
Nova,F,3,"0,683552624"
Novak,M,28,"0,141114117"
Nowen,M,4,"0,99101089"
Noya,F,3,"0,667895039"
Noyale,F,114,"0,409771889"
Noyan,M,15,"0,665965767"
N'rick,M,3,"0,744735638"
Numa,M,325,"0,723253016"
Nuno,M,353,"0,637343472"
Nunzia,F,71,"0,041770091"
Nunzio,M,6,"0,001130069"
Nur,F,3,"0,229444331"
Nuray,F,9,"0,793670391"
Nurcan,F,26,"0,770140351"
Nurgul,F,3,"0,475046493"
Nuria,F,19,"0,68866061"
Nursel,F,3,"0,349760707"
Nya,F,3,"0,167925558"
Nyla,F,73,"0,389861279"
Nylan,M,27,"0,653888256"
Nylann,M,3,"0,965442911"
Nyls,M,7,"0,394226425"
Nyna,F,37,"0,075837298"
Nyno,M,6,"0,077586378"
Oan,M,3,"0,260162528"
Oana,F,9,"0,949138084"
Oanell,F,18,"0,200619462"
Obeline,F,12,"0,303365172"
O'bryan,M,4,"0,257115315"
Occuli,M,15,"0,608417193"
Occuline,F,3,"0,885262209"
Ocean,M,13,"0,586382638"
Océan,M,3,"0,807140194"
Oceana,F,36,"0,468069936"
Oceane,F,1787,"0,808540081"
Océane,F,82740,"0,081176049"
Oceanne,F,576,"0,919824316"
Océanne,F,53,"0,747391924"
Ocelia,F,6,"0,509086781"
Octave,M,8182,"0,671267809"
Octavia,F,16,"0,850862501"
Octavie,F,2501,"0,724088571"
Octavien,M,29,"0,721754639"
Octavio,M,16,"0,158872455"
Octavius,M,13,"0,214949483"
Oculi,M,217,"0,9010777"
Oculi,F,10,"0,999951407"
Oculie,F,3,"0,752343035"
Oculine,F,30,"0,411897141"
Odaya,F,15,"0,779363828"
Ode,M,3,"0,632108355"
Odei,M,10,"0,926654844"
Odelia,F,182,"0,855119633"
Odélia,F,9,"0,470111869"
Odelie,F,3,"0,270136762"
Odeline,F,10,"0,684764324"
Odessa,F,3,"0,124782908"
Odet,M,23,"0,218579012"
Odete,F,9,"0,286633537"
Odette,F,190796,"0,806410475"
Odette,M,29,"0,168595232"
Odile,M,35,"0,298489478"
Odile,F,90162,"0,672295228"
Odille,F,174,"0,057091489"
Odilon,M,121,"0,092894267"
Odin,M,53,"0,615551677"
Odon,M,30,"0,092343212"
Odyle,F,23,"0,88939789"
Oguz,M,15,"0,016808531"
Oguzhan,M,55,"0,788996245"
Ohana,F,3,"0,115092483"
Ohiana,F,9,"0,042056054"
Oiana,F,6,"0,122948754"
Oier,M,6,"0,598598805"
Oihan,M,635,"0,967629183"
Oïhan,M,26,"0,696212846"
Oihana,F,597,"0,657088808"
Oïhana,F,32,"0,554849358"
Oihane,F,21,"0,845071995"
Oihiba,F,6,"0,168981423"
Oilid,M,12,"0,458223135"
Okan,M,182,"0,352637267"
Oksana,F,59,"0,960469048"
Oktay,M,47,"0,284448939"
Olaf,M,9,"0,746727275"
Olan,M,6,"0,070662893"
Oleg,M,21,"0,124727217"
Olfa,F,424,"0,785811164"
Olga,M,64,"0,73287475"
Olga,F,19800,"0,944441703"
Olida,F,3,"0,201316145"
Olinda,F,6,"0,143237024"
Oliphie,F,7,"0,80404287"
Oliva,F,28,"0,534656422"
Olive,M,18,"0,929558084"
Olive,F,839,"0,201791222"
Oliver,M,549,"0,880216145"
Olivera,F,33,"0,144497492"
Olivette,F,42,"0,006674152"
Olivia,F,36168,"0,0215807"
Olivien,M,6,"0,743363881"
Olivienne,F,73,"0,921846149"
Olivier,F,11,"0,430864913"
Olivier,M,275880,"0,864138285"
Oliwia,F,12,"0,871585045"
Ollivier,M,642,"0,941472964"
Olmo,M,3,"0,720268521"
Olwen,F,3,"0,956008836"
Olwenn,F,3,"0,035714398"
Olympe,M,79,"0,403003721"
Olympe,F,2274,"0,49401671"
Olympia,F,29,"0,818182263"
Omaima,F,41,"0,850213061"
Omar,M,8075,"0,853142471"
Omarion,M,9,"0,48171638"
Omaya,F,9,"0,167686666"
Omayma,F,44,"0,314534514"
Ombeline,F,1654,"0,263804067"
Ombelyne,F,3,"0,230022882"
Ombline,F,29,"0,173778608"
Omer,F,58,"0,227201492"
Omer,M,3331,"0,116768461"
Ömer,M,131,"0,186947505"
Omere,F,3,"0,194468723"
Omerine,F,139,"0,725514645"
Omeya,F,9,"0,895300958"
Omid,M,3,"0,883418355"
Omran,M,3,"0,203196926"
Ondine,F,205,"0,185610013"
O'neal,M,3,"0,83725677"
Onesime,F,3,"0,615914676"
Onesime,M,118,"0,282242317"
Onesiphor,M,32,"0,805217498"
Onesiphore,M,29,"0,590708837"
Onesiphore,F,9,"0,560902309"
Onezime,M,3,"0,247845083"
Onofrio,M,3,"0,779727857"
Ons,F,7,"0,152669535"
Onur,M,236,"0,496832536"
Oona,F,33,"0,617329394"
Opale,F,15,"0,275029279"
Opaline,F,10,"0,64820217"
Ophelia,F,438,"0,009064104"
Ophélia,F,33,"0,646417467"
Ophelie,F,86,"0,1330036"
Ophélie,F,33978,"0,724796506"
Opheline,F,35,"0,321783429"
Ophely,F,26,"0,672051737"
Opportune,F,34,"0,736499257"
Oprah,F,3,"0,276673242"
Optat,M,58,"0,376775953"
Optat,F,27,"0,606961114"
Or,F,3,"0,590471983"
Ora,F,51,"0,104291949"
Orancie,F,22,"0,914600475"
Orane,F,1261,"0,664366959"
Orasie,F,3,"0,026957937"
Ordia,F,3,"0,033437233"
Orel,M,6,"0,250784978"
Oren,M,178,"0,867419713"
Oreste,M,50,"0,916708776"
Orhan,M,32,"0,559466521"
Oria,F,56,"0,765475978"
Orian,M,15,"0,080396675"
Oriana,F,286,"0,191996436"
Oriane,F,7571,"0,272228045"
Orianna,F,9,"0,974768776"
Orianne,F,918,"0,586106713"
Oriano,M,3,"0,100045536"
Orida,F,7,"0,554912853"
Orietta,F,10,"0,840320749"
Orion,M,18,"0,811136788"
Orlan,M,13,"0,496587202"
Orlando,M,220,"0,378016131"
Orlane,F,7317,"0,712271325"
Orlanne,F,40,"0,803145429"
Orlia,F,3,"0,221537728"
Orna,F,3,"0,422326631"
Ornela,F,15,"0,660299962"
Ornella,F,5748,"0,253694588"
Orpha,F,3,"0,239000731"
Orphee,M,12,"0,1536713"
Orphee,F,10,"0,421486321"
Orphée,M,4,"0,416557164"
Orphina,F,6,"0,29963329"
Orphise,F,4,"0,94484923"
Orso,M,116,"0,409698503"
Orson,M,20,"0,355866294"
Ortal,F,8,"0,154329929"
Ory,M,6,"0,309314228"
Oscar,M,18824,"0,187671144"
Oskar,M,116,"0,227325331"
Osman,M,401,"0,016166263"
Osmane,F,3,"0,387857297"
Osmin,M,117,"0,171849084"
Ossama,M,39,"0,35290303"
Ossana,F,9,"0,337388922"
Osvaldo,M,6,"0,06668428"
Oswald,M,96,"0,786391861"
Othilie,F,62,"0,617409939"
Othman,M,737,"0,185966184"
Othmân,M,3,"0,321579266"
Othmane,M,540,"0,306847729"
Othniel,M,3,"0,000261059"
Othon,M,1159,"0,940616835"
Otilia,F,3,"0,663201699"
Otis,M,6,"0,055105989"
Otman,M,7,"0,784583496"
Otmane,M,16,"0,040972599"
Ottilie,F,3,"0,341153079"
Otto,M,620,"0,765566225"
Otton,M,51,"0,242586738"
Ouadi,M,3,"0,747139795"
Ouafa,F,86,"0,618058911"
Ouafaa,F,3,"0,690285131"
Ouahiba,F,58,"0,374206458"
Ouahid,M,16,"0,193846067"
Ouajdi,M,6,"0,475415345"
Ouali,M,10,"0,453464081"
Oualid,M,889,"0,629789514"
Oualida,F,3,"0,803398298"
Ouarda,F,597,"0,353285592"
Ouardia,F,172,"0,293914189"
Ouassila,F,69,"0,91793358"
Ouassim,M,17,"0,626319025"
Ouassini,M,16,"0,253133362"
Oubay,M,3,"0,790468497"
Oubey,M,3,"0,228898616"
Ouelid,M,3,"0,633575737"
Ouidad,F,3,"0,871499765"
Ouided,F,17,"0,735330274"
Ouisa,F,10,"0,316194225"
Ouisem,M,3,"0,301400257"
Ouissam,M,9,"0,732323539"
Ouissem,M,48,"0,618394633"
Ouiza,F,36,"0,403125915"
Oulfa,F,56,"0,473663562"
Oumaima,F,216,"0,337745357"
Oumaïma,F,17,"0,079115689"
Oumar,M,1816,"0,734569414"
Oumarou,M,59,"0,752072804"
Oumaya,F,9,"0,903986943"
Oumayma,F,257,"0,007902152"
Oumayra,F,3,"0,185183534"
Oumeima,F,3,"0,958501157"
Oumeïma,F,3,"0,423042497"
Oumeyma,F,36,"0,138791227"
Oumme,F,3,"0,89289974"
Oumnia,F,15,"0,102727589"
Oumniya,F,3,"0,854314129"
Oumou,F,1534,"0,81743145"
Oumy,F,30,"0,412892982"
Ounays,M,7,"0,518398577"
Ounayssa,F,9,"0,125302302"
Ouneyssa,F,6,"0,570906807"
Ounissa,F,10,"0,660575555"
Ourdia,F,96,"0,008695067"
Ouria,F,172,"0,763355468"
Ourida,F,156,"0,957114216"
Ouriel,M,78,"0,912028829"
Ours,M,459,"0,091691891"
Ousama,M,6,"0,30973931"
Ousman,M,50,"0,806354744"
Ousmane,M,1939,"0,573223003"
Oussama,M,1550,"0,287028079"
Oussema,M,3,"0,808576578"
Ousseynou,M,4,"0,665766446"
Oussmane,M,3,"0,966836067"
Ouways,M,106,"0,13536378"
Ouweys,M,16,"0,064678301"
Ovadia,M,9,"0,157630747"
Ovide,M,182,"0,625264838"
Oviya,F,8,"0,728018322"
Oways,M,11,"0,931301436"
Owen,M,8436,"0,294979012"
Owenn,M,28,"0,957398563"
Oweys,M,4,"0,591550112"
Oweyss,M,3,"0,678655379"
Oxana,F,33,"0,070789038"
Oxane,F,3,"0,934852402"
Oxanna,F,10,"0,474073972"
Oyan,M,3,"0,077255577"
Oyana,F,31,"0,704040796"
Oyhan,M,3,"0,149089151"
Oyhana,F,3,"0,540586229"
Ozan,M,232,"0,498422848"
Ozge,F,31,"0,573873808"
Ozgul,F,3,"0,264387464"
Ozgur,M,38,"0,876680154"
Ozkan,M,15,"0,229074887"
Ozlem,F,189,"0,523941014"
Pa,F,33,"0,493329769"
Pablo,M,10211,"0,063026744"
Pacifique,M,16,"0,020487935"
Paco,M,1643,"0,18973737"
Pacome,M,874,"0,237206156"
Pacôme,M,551,"0,508213112"
Padoue,M,3,"0,296455964"
Padoue,F,9,"0,587941794"
Padrig,M,3,"0,071277832"
Paige,F,3,"0,745979424"
Pako,M,4,"0,993644296"
Palma,F,12,"0,960451088"
Palmina,F,3,"0,098395893"
Palmira,F,3,"0,796984898"
Palmire,F,8,"0,53813634"
Palmyr,M,15,"0,760476392"
Palmyre,F,1050,"0,69803084"
Paloma,F,4750,"0,142204406"
Pamela,F,5916,"0,236000625"
Paméla,F,339,"0,121489947"
Pamella,F,4,"0,300568039"
Pamina,F,3,"0,46742632"
Pamphile,M,98,"0,831336134"
Pamphilia,F,12,"0,544002735"
Pancrace,M,48,"0,445238482"
Pandiale,F,3,"0,263729087"
Pandore,F,3,"0,830706705"
Panpi,M,7,"0,114959245"
Pantaleon,M,15,"0,965700766"
Pantxika,F,170,"0,245399318"
Pantxo,M,14,"0,987554645"
Pantxoa,M,6,"0,752785714"
Paol,M,75,"0,487041462"
Paola,F,5584,"0,151387936"
Paolina,F,85,"0,085033115"
Paoline,F,7,"0,165190713"
Paolo,M,4847,"0,438087491"
Papa,M,12,"0,158100699"
Pape,M,76,"0,411219766"
Paquerette,F,620,"0,06996812"
Paquita,F,90,"0,25162805"
Parfait,M,549,"0,658040762"
Parfait,F,28,"0,273975216"
Parfaite,F,182,"0,816598663"
Paris,F,66,"0,040548771"
Paris,M,19,"0,511491728"
Parquerette,F,5,"0,169207852"
Parvedy,F,11,"0,593141132"
Pascal,F,24,"0,110640318"
Pascal,M,304421,"0,280272232"
Pascale,F,100682,"0,934463228"
Pascalie,F,4,"0,041219765"
Pascaline,F,8348,"0,857499976"
Pascual,M,15,"0,182088393"
Pasquale,F,6,"0,775877688"
Pasquale,M,68,"0,507421032"
Pasqualina,F,16,"0,088312368"
Pasqualine,F,24,"0,436574573"
Pasquin,M,49,"0,937937022"
Pasquine,F,64,"0,132885479"
Passion,M,7,"0,211477544"
Passionis,M,10,"0,089469788"
Passionise,F,25,"0,364786221"
Passionnise,F,8,"0,596567899"
Pasteur,M,16,"0,708487528"
Patern,M,29,"0,28342457"
Paterne,F,10,"0,325941275"
Paterne,M,42,"0,072305758"
Patient,M,17,"0,365816773"
Patric,M,257,"0,623491543"
Patrice,M,135809,"0,000944445"
Patrice,F,445,"0,285089265"
Patricia,F,205563,"0,007501819"
Patricie,F,11,"0,716476484"
Patricio,M,21,"0,23802987"
Patrick,M,392933,"0,918010791"
Patrik,M,31,"0,127409675"
Patrizia,F,152,"0,785801234"
Patrizio,M,3,"0,115408173"
Patrycja,F,3,"0,093161719"
Patryck,M,3,"0,075454198"
Patryk,M,29,"0,860047669"
Patty,F,3,"0,842079396"
Patxi,M,485,"0,871607197"
Paul,F,16,"0,130756892"
Paul,M,415062,"0,228449267"
Paula,F,3222,"0,53396097"
Paul-Adrien,M,16,"0,119186053"
Paul-Alexandre,M,18,"0,293591342"
Paul-André,M,13,"0,292653078"
Paul-Antoine,M,250,"0,626617358"
Paul-Arthur,M,50,"0,480979319"
Paul-Augustin,M,3,"0,131333293"
Paule,F,42862,"0,946983076"
Paul-Edouard,M,23,"0,974893171"
Paul-Emile,M,106,"0,16605856"
Paul-Emmanuel,M,10,"0,996334035"
Paulette,F,211808,"0,922532228"
Paul-François,M,24,"0,835834746"
Paul-Henri,M,97,"0,010503774"
Paul-Henry,M,6,"0,306953709"
Paul-Hugo,M,3,"0,457649713"
Paulia,F,9,"0,731608331"
Paulin,M,2007,"0,645356789"
Paulina,F,73,"0,105287747"
Pauline,F,153254,"0,691838727"
Paul-Joseph,M,9,"0,402453653"
Paul-Louis,M,66,"0,584312115"
Paul-Loup,M,3,"0,482510766"
Paul-Marie,M,65,"0,338546792"
Paul-Mathieu,M,4,"0,014913357"
Paulmise,F,4,"0,11511172"
Paulo,M,2722,"0,450235494"
Paul-Vincent,M,4,"0,421722408"
Paul-Yves,M,3,"0,967869986"
Pavel,M,93,"0,467684414"
Pavle,M,7,"0,141788331"
Pearl,F,32,"0,011975641"
Pedro,M,2564,"0,176135411"
Pegguy,M,8,"0,557144566"
Pegguy,F,21,"0,180089612"
Peggy,F,16486,"0,662800559"
Peggy,M,36,"0,123936996"
Peguy,F,43,"0,069125728"
Peguy,M,7,"0,115353486"
Peinda,F,3,"0,061563474"
Peio,M,455,"0,586842416"
Peïo,M,15,"0,374596654"
Pelage,M,32,"0,909718054"
Pelagia,F,38,"0,334241246"
Pelagie,M,14,"0,663369396"
Pelagie,F,377,"0,740308714"
Pelin,F,42,"0,504128424"
Peline,F,3,"0,141925118"
Pema,F,9,"0,985392328"
Penda,F,113,"0,055835067"
Penelope,F,1837,"0,334995955"
Pénélope,F,766,"0,491328061"
Peniel,M,3,"0,795721714"
Penielle,F,3,"0,942606839"
Pepin,M,279,"0,758740851"
Pepin,F,56,"0,26619579"
Pepita,F,27,"0,694328005"
Peran,M,3,"0,268235639"
Perig,M,4,"0,849840934"
Perihan,F,3,"0,770705536"
Perina,F,12,"0,899504521"
Perine,F,178,"0,503722175"
Perla,F,238,"0,705481214"
Perle,F,624,"0,634785034"
Perline,F,4,"0,022291419"
Permal,M,31,"0,533417973"
Pernelle,F,15,"0,922129385"
Peroline,F,142,"0,265526242"
Peronne,F,21,"0,541210644"
Perpetue,F,50,"0,181510436"
Perpetue,M,15,"0,440709395"
Perrina,F,10,"0,545799192"
Perrine,F,20264,"0,113141743"
Perroline,F,6,"0,177345645"
Perryne,F,3,"0,856137289"
Pervenche,F,6,"0,801858518"
Petar,M,3,"0,385024297"
Peter,M,2699,"0,390567219"
Peterson,M,26,"0,091859539"
Petra,F,26,"0,751508501"
Petronille,M,72,"0,121250403"
Petronille,F,623,"0,891592159"
Pétronille,F,3,"0,859035013"
Petru,M,121,"0,730352894"
Petru-Maria,M,27,"0,033973265"
Petrus,M,670,"0,630864178"
Petru-Santu,M,36,"0,163631453"
Pettan,M,7,"0,889013181"
Petula,F,3,"0,942039302"
Peyo,M,182,"0,374225077"
Peyton,F,35,"0,581401075"
Phanelie,F,3,"0,419816465"
Pharailde,F,3,"0,08795252"
Pharel,M,31,"0,016722265"
Pharell,M,694,"0,854068199"
Pharrell,M,83,"0,329013151"
Philae,F,10,"0,848116136"
Philaé,F,6,"0,817640372"
Philbert,M,170,"0,629441915"
Phileas,M,96,"0,825071099"
Philéas,M,9,"0,490828337"
Philemon,M,212,"0,145832102"
Philémon,M,32,"0,807151337"
Philibert,M,1814,"0,580153145"
Philibert,F,18,"0,821451829"
Philiberte,F,268,"0,020273581"
Philine,F,3,"0,788221659"
Philip,M,460,"0,142365184"
Philipe,M,3,"0,308142651"
Philipp,M,6,"0,927446829"
Philippa,F,55,"0,082366909"
Philippe,M,535119,"0,135972423"
Philippe,F,155,"0,486372468"
Philippe-Alexandre,M,4,"0,210114083"
Philippe-Marie,M,3,"0,846988121"
Philippine,F,4543,"0,411568211"
Philippo,M,3,"0,332701332"
Phillip,M,12,"0,010143585"
Philogene,M,29,"0,501995478"
Philogone,F,120,"0,678697232"
Philogone,M,105,"0,599895696"
Philomena,F,6,"0,609946297"
Philomene,M,35,"0,081930488"
Philomene,F,9608,"0,95223033"
Philomène,F,306,"0,896672187"
Philomin,M,3,"0,776666151"
Phoebe,F,152,"0,580445305"
Phuong,F,12,"0,427871209"
Phybie,F,3,"0,545404404"
Pia,F,1314,"0,746829059"
Pie,M,47,"0,327250694"
Pie,F,21,"0,585312051"
Pierette,F,8,"0,494348781"
Pierina,F,35,"0,727837153"
Pierino,M,10,"0,304458618"
Piero,M,20,"0,898276808"
Pierre,F,626,"0,345862"
Pierre,M,890615,"0,145750445"
Pierre-Adrien,M,67,"0,44809391"
Pierre-Alain,M,429,"0,478078303"
Pierre-Alban,M,6,"0,232121909"
Pierre-Alexandre,M,1461,"0,335722774"
Pierre-Alexis,M,145,"0,796652557"
Pierre-André,M,194,"0,278012224"
Pierre-Ange,M,31,"0,460944652"
Pierre-Antoine,M,2217,"0,85859977"
Pierre-Arnaud,M,18,"0,884727784"
Pierre-Arthur,M,3,"0,23852233"
Pierre-Baptiste,M,72,"0,198605283"
Pierre-Charles,M,10,"0,130387309"
Pierre-Dominique,M,3,"0,042941684"
Pierre-Edouard,M,214,"0,80512874"
Pierre-Elie,M,4,"0,245675795"
Pierre-Emmanuel,M,1456,"0,436591356"
Pierre-Eric,M,22,"0,693150258"
Pierre-Etienne,M,144,"0,089236877"
Pierre-Félix,M,3,"0,878203065"
Pierre-François,M,532,"0,074286566"
Pierre-Gilles,M,3,"0,582741689"
Pierre-Guillaume,M,7,"0,348601392"
Pierre-Henri,M,672,"0,855472381"
Pierre-Henry,M,9,"0,783631044"
Pierre-Jean,M,1069,"0,97061887"
Pierre-Joseph,M,12,"0,01959337"
Pierre-Julien,M,9,"0,50036578"
Pierre-Laurent,M,10,"0,742066593"
Pierre-Loïc,M,3,"0,861197359"
Pierre-Louis,M,3467,"0,474756825"
Pierre-Loup,M,6,"0,537544583"
Pierre-Luc,M,51,"0,174095837"
Pierre-Marie,M,1750,"0,08869274"
Pierre-Mathieu,M,3,"0,975478917"
Pierre-Maxime,M,3,"0,572145189"
Pierre-Michel,M,15,"0,961216366"
Pierre-Nicolas,M,14,"0,233107601"
Pierre-Olivier,M,687,"0,827127219"
Pierre-Paul,M,96,"0,68125237"
Pierre-Philippe,M,23,"0,220096978"
Pierre-Richard,M,3,"0,864466706"
Pierrette,F,79648,"0,92569081"
Pierre-Vincent,M,9,"0,844295085"
Pierre-Yves,M,6790,"0,391005927"
Pierric,M,338,"0,065473481"
Pierrick,M,15749,"0,8374987"
Pierrina,F,19,"0,626740622"
Pierrine,F,504,"0,49374438"
Pierrot,M,843,"0,661747922"
Pierryck,M,3,"0,748123697"
Pietro,M,467,"0,706590247"
Pilar,F,422,"0,860890796"
Pina,F,22,"0,729939356"
Pinar,F,38,"0,016842109"
Pino,M,10,"0,588801873"
Pio,M,62,"0,017795618"
Piotr,M,9,"0,982062428"
Piraveen,M,3,"0,017411408"
Placide,F,58,"0,206898992"
Placide,M,292,"0,008173104"
Placidie,F,6,"0,305425103"
Plamedi,F,3,"0,086037702"
Plume,F,3,"0,922625986"
Pol,M,1718,"0,780620235"
Pola,F,10,"0,002914073"
Pol-Aurélien,M,3,"0,702087445"
Polina,F,14,"0,152750721"
Polly,F,3,"0,870346547"
Polycarpe,F,6,"0,945034189"
Polycarpe,M,17,"0,996053426"
Polydore,M,27,"0,877637359"
Pompee,M,12,"0,916352296"
Ponama,F,10,"0,773293221"
Poppy,F,3,"0,734588178"
Porphyre,M,14,"0,616046023"
Pothin,M,25,"0,316769391"
Poyraz,M,6,"0,941327626"
Prague,M,6,"0,860808714"
Praveen,M,9,"0,92055889"
Precieuse,F,6,"0,036375945"
Précieuse,F,3,"0,584352041"
Précieux,M,6,"0,696946813"
Precilia,F,109,"0,885176793"
Precillia,F,98,"0,02588962"
Precious,F,15,"0,6985228"
Precylia,F,10,"0,38076022"
Predrag,M,37,"0,054334532"
Prescilia,F,598,"0,483761699"
Prescilla,F,427,"0,277783372"
Prescillia,F,4114,"0,320045828"
Presley,M,4,"0,281268804"
Preston,M,273,"0,89950295"
Priam,M,42,"0,638639605"
Pricillia,F,9,"0,681324226"
Prigent,M,15,"0,976211251"
Primerose,F,3,"0,94306154"
Primitive,F,15,"0,891024416"
Primo,M,144,"0,223163854"
Prince,M,201,"0,076108548"
Princess,F,9,"0,134460104"
Princesse,F,30,"0,425154656"
Princia,F,3,"0,891859988"
Principe,M,3,"0,154803916"
Prisca,F,2323,"0,073606514"
Prisca,M,132,"0,128516307"
Priscila,F,3,"0,295992517"
Priscilia,F,294,"0,607618274"
Priscilla,F,11659,"0,301529119"
Priscille,F,901,"0,015457809"
Priscillia,F,6297,"0,635445956"
Priska,F,13,"0,375924422"
Privat,M,208,"0,902713981"
Privat,F,32,"0,521436753"
Priya,F,53,"0,107846737"
Priyanka,F,15,"0,586076152"
Promesse,F,6,"0,017798562"
Prosper,M,4264,"0,916494663"
Prosper,F,38,"0,726634223"
Prospere,F,10,"0,217234192"
Prosperine,F,21,"0,634859214"
Providence,F,12,"0,780069624"
Prudence,F,327,"0,004031382"
Prudent,M,165,"0,635633966"
Prune,F,1543,"0,110614102"
Prunelle,F,51,"0,840238879"
Prunille,F,3,"0,862117622"
Pulcherie,M,72,"0,626195887"
Pulcherie,F,300,"0,045718138"
Purity,F,11,"0,032279611"
Pyrene,F,4,"0,065604874"
Qaïs,M,3,"0,305202053"
Qassim,M,655,"0,922119998"
Qassym,M,3,"0,863215313"
Qays,M,63,"0,235080296"
Qayyim,M,8,"0,619965318"
Quang,M,13,"0,929006419"
Queen,F,3,"0,825969499"
Quentin,M,126712,"0,201771717"
Quetty,F,4,"0,69923358"
Quilicus,M,23,"0,726878184"
Quincy,M,7,"0,784065903"
Quinto,M,13,"0,768454166"
