name,sex
Lieselotte,F
Livie,F
Mamert,F
Myriam,F
Noellie,F
Sabas,F
Samson,F
Sulpice,F
Symphorienne,F
Thomas,F
Urbain,F
Vicenta,F
Vincenne,F
Alexin,M
Arnaldo,M
Arno,M
August,M
Aurel,M
Bertie,M
Cécile,M
Charly,M
Claire,M
Cloud,M
Colombe,M
Enogat,M
Enrico,M
Eustase,M
Ferie,M
Ferrer,M
Franz,M
Germaine,M
Hermand,M
Isambert,M
Isidor,M
Libero,M
Lie,M
Luce,M
Lucius,M
Luigi,M
Marcus,M
Mardemoutou,M
Miguel,M
Nicephore,M
Onesiphore,M
Pedro,M
Salvador,M
Thuriau,M
Wendel,M
Amour,F
Andrese,F
Annecie,F
Apollinaire,F
Armide,F
Berthea,F
Camillia,F
Cesaire,F
Clet,F
Daniel,F
Del,F
Elvira,F
Ernest,F
Fidelia,F
Fleurice,F
Gilberthe,F
Gracy,F
Heliane,F
Huberte,F
Jacques,F
Laurente,F
Liberte,F
Louisiane,F
Manuela,F
Marcella,F
Mattea,F
Noellise,F
Pierina,F
Prosper,F
Raoul,F
Rejanne,F
Sébastien,F
Septime,F
Yolaine,F
Adhemar,M
Adolf,M
Angèle,M
Aurelio,M
Balthazar,M
Edwige,M
Eudore,M
Fauste,M
Francisco,M
Georget,M
Hedwige,M
Julicien,M
Lino,M
Lorent,M
Marcely,M
Marde,M
Marimoutou,M
Mathilde,M
Merry,M
Nicomede,M
Philomene,M
Pietro,M
Ralph,M
Saint-Yves,M
Turenne,M
Wladimir,M
Avit,F
Basile,F
Benedicta,F
Bernard,F
Bernardette,F
Brice,F
Carmella,F
Christophe,F
Clotaire,F
Cloud,F
Cyr,F
Edese,F
Elisene,F
Elly,F
Emerante,F
Epiphane,F
Erique,F
Firmin,F
Gastonne,F
George,F
Gérard,F
Gertrud,F
Ginette,F
Gratieuse,F
Gustave,F
Henri,F
Hippolyte,F
Honora,F
Honorat,F
Italia,F
Johanna,F
Josee,F
Laurianne,F
Lilli,F
Lotte,F
Marie-Suzanne,F
Mery,F
Nathaline,F
Nicephore,F
Onesime,F
Raphaele,F
Rigobert,F
Sylvere,F
Thimothee,F
Toussaint,F
Yves,F
Zena,F
Adolph,M
Agnel,M
Apollon,M
Berthin,M
Dorothe,M
Elysee,M
Geneviève,M
Guiseppe,M
Harry,M
Herle,M
Josephat,M
Julo,M
Luis,M
Mamert,M
Nathalie,M
Nello,M
Pie,M
Rolando,M
Rosalie,M
Senateur,M
Sylvert,M
Virginie,M
Wenceslas,M
Yoland,M
Annemarie,F
Apoline,F
Carmelia,F
Erminia,F
Eusebe,F
Eustache,F
Felixine,F
Iris,F
Joassine,F
Lidie,F
Liese,F
Livia,F
Lorena,F
Manon,F
Margaret,F
Marie-Alice,F
Marie-Anna,F
Marie-Emilienne,F
Marie-Reine,F
Medard,F
Mirella,F
Nella,F
Nestorine,F
Nora,F
Pelagia,F
Pia,F
Prisca,F
Rita,F
Roch,F
Theotine,F
Bily,M
Brigitte,M
Clemencin,M
Fernando,M
Helier,M
Italo,M
Jean-Marius,M
Leonor,M
Lucay,M
Luciano,M
Mellon,M
Odile,M
Onezime,M
Pompee,M
Principe,M
Rudolf,M
Thiebaud,M
Anathilde,F
Andoche,F
Annelise,F
Athanase,F
Aubin,F
Bruna,F
Carme,F
Celiane,F
Cunegonde,F
Doris,F
Elda,F
Gaby,F
Gatienne,F
Geoffroy,F
Gislaine,F
Godelive,F
Hubertine,F
Iolande,F
Ismene,F
Jocelyne,F
Julitte,F
Landry,F
Maurille,F
Medea,F
Merina,F
Mireilla,F
Nelli,F
Noël,F
Norbert,F
Olida,F
Pervenche,F
Pierrina,F
Raymond,F
Roxane,F
Saint-Ange,F
Sainte-Croix,F
Severin,F
Simeone,F
Symphorine,F
Theotime,F
Valery,F
Wenceslas,F
Yveline,F
Adelphe,M
Armando,M
Colette,M
Ferdinando,M
Francinet,M
Fructueux,M
Gatien,M
Guglielmo,M
Iris,M
Irmin,M
Jesus,M
Joaquim,M
Nonna,M
Odette,M
Rameaux,M
Remo,M
Ricardo,M
Rieul,M
Sylvio,M
Ulric,M
Victoire,M
Achille,F
Adolphe,F
Anicet,F
Augustin,F
Berthilie,F
Bertina,F
Davide,F
Edouard,F
Eunice,F
Fructueuse,F
Gilda,F
Guerina,F
Helyette,F
Lilianne,F
Lorette,F
Malcie,F
Marielle,F
Maximilia,F
Merope,F
Norma,F
Oculi,F
Parfait,F
Yolanda,F
Yvonnette,F
Zea,F
Doctrove,M
Emery,M
Flory,M
Gentil,M
Godfroy,M
Guerin,M
Guerrino,M
Joffre,M
Orlando,M
Ramon,M
Suzanne,M
Williams,M
Abel,F
Abelle,F
Annic,F
Aristide,F
Cecille,F
Cyriaque,F
David,F
Elisca,F
Evelyne,F
Flavien,F
Florelle,F
Gervais,F
Gilbert,F
Joachine,F
Joaquina,F
Joffrette,F
Joffrine,F
Loretta,F
Ludovic,F
Marcienne,F
Maxima,F
Moderan,F
Ritta,F
Roger,F
Rosane,F
Aron,M
Charle,M
Issop,M
Jeannot,M
Joaquin,M
Loetare,M
Madeleine,M
Rock,M
Roge,M
Santiago,M
Sophie,M
Symphor,M
Vicente,M
Amina,F
Amparo,F
Anicette,F
Basilia,F
Charlemagne,F
Elena,F
Eustase,F
Ferlande,F
Gervillia,F
Incarnation,F
Marivonne,F
Naida,F
Olivienne,F
Sergine,F
Tiburcia,F
Vincilia,F
Colomb,M
Ida,M
Mery,M
Rolph,M
Sainte-Claire,M
Sidney,M
Anite,F
Bettina,F
Daisy,F
Hubert,F
Mariotte,F
Mederic,F
Moisette,F
Omer,F
Rémi,F
Silvere,F
Timothée,F
Vicente,F
Viraman,F
Andrée,M
Appolon,M
Blas,M
Donadieu,M
Emilio,M
Inel,M
Isabelle,M
Josse,M
Lydie,M
Patient,M
Peter,M
Thérèse,M
Vivien,M
Abdon,F
Abdonie,F
Alcida,F
Angelia,F
Aubertine,F
Bertine,F
Betty,F
Chantal,F
Clemire,F
Dolly,F
Francette,F
Gualbert,F
Helga,F
Heliette,F
Hildevert,F
Joséphine,F
Leoncine,F
Lyliane,F
Myriame,F
Ruphine,F
Venant,F
Venante,F
Wilfrid,F
Zacharie,F
Appollinaire,M
Benedict,M
Charlet,M
Cleo,M
Domingo,M
Eugénie,M
Felicite,M
Laure,M
Leontel,M
Nissim,M
Patrick,M
Alexis,F
Ambroise,F
Ameline,F
Arthur,F
Fatma,F
Fiacre,F
Iva,F
Jannine,F
Linda,F
Noema,F
Pandiale,F
Raphaella,F
Reinette,F
Wanda,F
Léone,M
Rupert,M
Wolf,M
Alfréda,F
Alyette,F
Andresine,F
Ascension,F
Barthelemy,F
Casimira,F
Clairette,F
Donat,F
Fulbert,F
Germina,F
Guislaine,F
Henrianne,F
Inesse,F
Janne,F
Latimy,F
Lili,F
Lin,F
Lola,F
Lucien,F
Lysiane,F
Marie-Emilie,F
Maryse,F
Maryvonne,F
Mathias,F
Meryem,F
Michaella,F
Passionnise,F
Patricia,F
Pierette,F
Rena,F
Silviane,F
Soledad,F
Suzeanne,F
Suzy,F
Vivianne,F
Ali,M
Amaury,M
Annibal,M
Berthe,M
Dino,M
Doctrovee,M
Floreal,M
Germier,M
Henrius,M
Jasmin,M
Jaures,M
Jean-René,M
Jean-Yves,M
Josepha,M
Lionnel,M
Lucas,M
Paolo,M
Porphyre,M
Tristan,M
Véronique,M
Babylas,F
Bronislawa,F
Clément,F
Conchita,F
Cosette,F
Eloi,F
Epiphanie,F
Erneste,F
Floriane,F
Frances,F
Guillermine,F
Heleine,F
Josseline,F
Juana,F
Lilia,F
Mafalda,F
Marie-Christine,F
Marie-Henriette,F
Marie-Simone,F
Martialise,F
Prospere,F
Stanislawa,F
Suzel,F
Wilfride,F
Douglas,M
Enrique,M
Isnel,M
Jocelyn,M
Levi,M
Miquel,M
Nicodeme,M
Pierino,M
Raoult,M
Rinaldo,M
Samery,M
Sigismond,M
Theotime,M
Umberto,M
Virgilio,M
Vitalis,M
Yvonnet,M
Adine,F
Agnan,F
Annik,F
Anny,F
Carmene,F
Cyprien,F
Erita,F
Fauste,F
Felise,F
Florentin,F
Gentille,F
Gizele,F
Ildevert,F
Jeannina,F
Juanita,F
Leoda,F
Leonte,F
Marie-France,F
Marie-Magdeleine,F
Marie-Noël,F
Mignonnette,F
Moisia,F
Sophia,F
Sylvette,F
Aimé,M
Amelio,M
Boleslaw,M
Czeslaw,M
Delphine,M
Domenico,M
Ivrin,M
Leocadie,M
Lucet,M
Manoel,M
Maur,M
Nicole,M
Ronald,M
Salvatore,M
Sigmund,M
Tadeusz,M
Tancrede,M
Victorio,M
Wladislaw,M
Wladyslaw,M
Alba,F
Amalia,F
Aniela,F
Antonina,F
Carmela,F
Czeslawa,F
Elisette,F
Ernesta,F
Esterina,F
Evelyn,F
Fiorina,F
Franciska,F
Giovanina,F
Giovanna,F
Henryka,F
Jadwiga,F
Janina,F
Jean-Baptiste,F
Joan,F
Josiane,F
Jules,F
Kazmiera,F
Leocadia,F
Lilliane,F
Lucilia,F
Luigia,F
Marianna,F
Marie-Angèle,F
Marie-Josèphe,F
Marlise,F
Maude,F
Ninon,F
Philippa,F
Polycarpe,F
Primerose,F
Remonde,F
Rosario,F
Roselyne,F
Sabina,F
Saturna,F
Suzie,F
Sylvianne,F
Vanda,F
Wilfrida,F
Wladislawa,F
Wladyslawa,F
Yva,F
Ah,M
Alberto,M
Alfredo,M
Boleslas,M
Bronislas,M
Bronislaw,M
Ceslaw,M
Diego,M
Donald,M
Elisabeth,M
Ery,M
Ettore,M
Francesco,M
Franciszek,M
Giacomo,M
Gines,M
Jean-Georges,M
Ludwig,M
Marian,M
Marion,M
Maryan,M
Mieczyslaw,M
Mohamed,M
Passion,M
Passionis,M
Quinto,M
Renato,M
Richelieu,M
Roberto,M
Romano,M
Sante,M
Stanislaw,M
Stefan,M
Wladislas,M
Adela,F
Aidee,F
Alda,F
Bozena,F
Catalina,F
Caterina,F
Clelia,F
Cyrille,F
Damien,F
Dorine,F
Edmond,F
Elyane,F
Emeline,F
Fanchette,F
Fortune,F
Francesca,F
Genia,F
Godfroy,F
Guiseppina,F
Hortence,F
Jannie,F
Jany,F
Joachime,F
Josianne,F
Jozefa,F
Juliane,F
Julianne,F
Kazimira,F
Ladislawa,F
Leopold,F
Lolita,F
Luciane,F
Marie-Denise,F
Marie-José,F
Marie-Rita,F
Marina,F
Marta,F
Maurillia,F
Olivette,F
Onesiphore,F
Rosalia,F
Rosanne,F
Stefania,F
Stephania,F
Tosca,F
Valeria,F
Veronika,F
Vlasta,F
Wadyslawa,F
Yadwiga,F
Zofia,F
Adèle,M
Amedeo,M
Carnot,M
Czeslas,M
Dario,M
Edmund,M
Egide,M
Egidio,M
Ferrier,M
Fidel,M
Franco,M
Garcin,M
Gislain,M
Henryk,M
Ibrahim,M
Igor,M
Jan,M
Jozef,M
Kazimierz,M
Livio,M
Lucile,M
Marco,M
Mikael,M
Moussa,M
Narciso,M
Oleg,M
Onesiphor,M
Pablo,M
Pierrot,M
Reine,M
Renzo,M
Rino,M
Robin,M
Secondo,M
Sergio,M
Sylver,M
Tadeus,M
Thenenan,M
Theotine,M
Ugo,M
Vaclav,M
Vittorio,M
Vladimir,M
Waclaw,M
Wladyslas,M
Zygmond,M
Zygmont,M
Zygmund,M
Zygmunt,M
Adelie,F
Albina,F
Aleth,F
Annea,F
Annonciat,F
Audette,F
Bella,F
Benita,F
Bianca,F
Bibi,F
Cesarina,F
Ceslawa,F
Corinne,F
Diana,F
Edme,F
Ermida,F
Felisa,F
Francile,F
Genowefa,F
Gertruda,F
Gloria,F
Ilona,F
Jannina,F
José,F
Joseline,F
Josyane,F
Julianna,F
Kasimira,F
Liliana,F
Marguerite-Marie,F
Marion,F
Marise,F
Marliese,F
Marlyse,F
Mieczyslawa,F
Nestor,F
Odyle,F
Raymone,F
Savine,F
Severina,F
Stephana,F
Teresa,F
Violanda,F
Virginia,F
Yanina,F
Zofja,F
Adriano,M
Alde,M
Alexander,M
Alfio,M
Alyre,M
Candido,M
Carmelo,M
Czestaw,M
Dimitri,M
Enzo,M
Eulalie,M
Hendrick,M
Henrik,M
Ivo,M
Jackie,M
Jacky,M
Jacque,M
Jean-Robert,M
Jeanne,M
Kasimir,M
Marjan,M
Maryjan,M
Miecyslaw,M
Odet,M
Reginald,M
Said,M
Sainte-Marie,M
Severino,M
Siegmund,M
Sigmond,M
Socrate,M
Vendelin,M
Vladislas,M
Zdzislaw,M
Agniela,F
Alexandre,F
Ana,F
Andrette,F
Ariane,F
Aurélien,F
Barnabee,F
Brunetta,F
Carolina,F
Christina,F
Désiré,F
Doctrovee,F
Dorina,F
Edvige,F
Francesa,F
Fulvia,F
Genovefa,F
Giuseppina,F
Gizelle,F
Guilaine,F
Halina,F
Hélèna,F
Jacob,F
Jeanina,F
Loetare,F
Ludmilla,F
Marc,F
Marcelina,F
Marie-Aline,F
Marie-Claude,F
Marie-Paule,F
Marius,F
Maximin,F
Norina,F
Paquita,F
Raoule,F
Rigoberte,F
Rosiane,F
Rufin,F
Silvia,F
Theophila,F
Vania,F
Alvaro,M
Amode,M
Anges,M
Ary,M
Bela,M
Brunon,M
Calogero,M
Cataldo,M
Eleonore,M
Freddy,M
Germano,M
Guide,M
Haim,M
Hendryk,M
Jean-Charles,M
Loïc,M
Loïs,M
Lorenzo,M
Marcelino,M
Marcelly,M
Martine,M
Mieczyslas,M
Natale,M
Osvaldo,M
Philip,M
Ruben,M
Sam,M
Thadee,M
Theresien,M
Titus,M
Wadislas,M
Wieslaw,M
Yve,M
Zigmond,M
Zigmund,M
Aicha,F
Alphonse,F
Antonietta,F
Armanda,F
Aurora,F
Boleslawa,F
Célestine,F
Concetta,F
Edmonise,F
Eleonora,F
Elliane,F
Ferdinand,F
Francillette,F
Grazia,F
Helier,F
Iole,F
Iride,F
Juste,F
Lisiane,F
Marie-Jeannine,F
Mimi,F
Myrtha,F
Olivier,F
Paola,F
Paulmise,F
Renelise,F
Stefka,F
Tamara,F
Timoleon,F
Velia,F
Vittoria,F
Ahmed,M
Antranik,M
Arnoux,M
Diegue,M
Edvin,M
Ermenegildo,M
Garabed,M
Giordano,M
Hendryck,M
Henrick,M
Hortensius,M
Jean-Michel,M
Jean-Philippe,M
Josef,M
Konrad,M
Rocco,M
Thadeus,M
Victoriano,M
Vincenzo,M
Yann,M
Alban,F
Aurette,F
Carmelie,F
Consuelo,F
Didiere,F
Fany,F
Felicianne,F
Fillette,F
Franceza,F
Ignacie,F
Jannik,F
Josine,F
Leonilda,F
Lilette,F
Ludmila,F
Marie-Laure,F
Maryanna,F
Miralda,F
Nathalia,F
Ninette,F
Noële,F
Raquel,F
Rose-Mery,F
Santa,F
Simeon,F
Sofia,F
Abdoul,M
Céline,M
Eleuthere,M
Eliard,M
Enso,M
Gaby,M
Gille,M
Gisèle,M
Gracien,M
Gui,M
Jacki,M
Jacquy,M
Lazard,M
Marie-Ange,M
Mariot,M
Mélanie,M
Melchior,M
Rico,M
Scholastien,M
Stanley,M
Thaddee,M
Virginio,M
Yannick,M
Zygfryd,M
Anick,F
Clorinda,F
Fernanda,F
Godelaine,F
Lauriane,F
Leoncette,F
Linette,F
Medelice,F
Nunzia,F
Roselie,F
Rosemary,F
Socrate,F
Sosthenes,F
Thea,F
Victorienne,F
Arturo,M
Briac,M
Christiaen,M
Circoncis,M
Delan,M
Francelin,M
Gerardo,M
Hagop,M
Hebert,M
Jakie,M
Jean-Loup,M
Jean-Marc,M
Miecislaw,M
Padoue,M
Richeville,M
Ronan,M
Saint-Omer,M
Tadek,M
Thade,M
Witold,M
Aissa,F
Albertina,F
Andrena,F
Armel,F
Astrid,F
Casimiera,F
Daniela,F
Enimie,F
Eudes,F
Gatien,F
Geraud,F
Giovannina,F
Gita,F
Henriane,F
Honore,F
Jasmine,F
Jeaninne,F
Joëlle,F
Krystyna,F
Lambert,F
Margotte,F
Quirin,F
Sonja,F
Stanise,F
Stanislava,F
Suzelle,F
Xenia,F
Agostino,M
Amar,M
Attale,M
Aubierge,M
Axel,M
Bathilde,M
Benito,M
Bogdan,M
Eudes,M
Fredy,M
Gil,M
Goulam,M
Henrich,M
Herland,M
Irma,M
Irmine,M
Jacquie,M
Jaky,M
Jeacques,M
Jeanny,M
Jim,M
Karol,M
Luco,M
Mickael,M
Narcis,M
Nils,M
Patricio,M
Perpetue,M
Quirin,M
Reminiscere,M
Sidonie,M
Yan,M
Aubierge,F
Casimire,F
Chantale,F
Crescente,F
Eutrope,F
Félicie,F
Fulberte,F
Gisela,F
Gismonde,F
Hedvige,F
Héléna,F
Henia,F
Honorata,F
Hugette,F
Incarnacion,F
Janick,F
Janie,F
Janyne,F
Jinette,F
Joselyne,F
Maguy,F
Marie-Chantal,F
Marie-Odette,F
Marie-Pierre,F
Marleine,F
Maure,F
Mona,F
Natalia,F
Petra,F
Réjane,F
Rose-May,F
Rosemarie,F
Salvadora,F
Stephanette,F
Sylvain,F
Symphorien,F
Yasmina,F
Alvin,M
Denys,M
Dimitry,M
Edith,M
Gavin,M
Ivon,M
Jacqui,M
Jaroslaw,M
Jean-Noël,M
Jerzy,M
Ladislaw,M
Nikita,M
Silvestre,M
Tadeuz,M
Thadeusz,M
Zbigniew,M
Anic,F
Annine,F
Attale,F
Danièle,F
Denis,F
Éliane,F
Emire,F
Franca,F
Geraldine,F
Gilles,F
Henrita,F
Janette,F
Jeanne-Louise,F
Joyce,F
Libera,F
Maite,F
Manuella,F
Marie-Odile,F
Marlène,F
Marline,F
Maylis,F
Monette,F
Omere,F
Parquerette,F
Pepita,F
Ramona,F
Samuel,F
Wieslawa,F
Zenia,F
Zora,F
Agop,M
Alice,M
Blanche,M
Cassim,M
Christ,M
Cristobal,M
Girard,M
Gonthier,M
Hellmuth,M
Ildebert,M
Jacquelin,M
Jean-Marcel,M
Lilian,M
Victorius,M
Andresia,F
Clodette,F
Consolation,F
Corine,F
Felice,F
Joceline,F
Josete,F
Liee,F
Lyda,F
Magalie,F
Marie-Annick,F
Marja,F
Martial,F
Mathurin,F
Mirette,F
Myrta,F
Orietta,F
Remie,F
Yannick,F
Zina,F
Zofie,F
Annoncy,M
Anthony,M
Brahim,M
Elian,M
Engelbert,M
Expedit,M
Ezio,M
Jezy,M
Lazarre,M
Marcellus,M
Olivien,M
Samy,M
Sarkis,M
Saul,M
Yacoub,M
Any,F
Astride,F
Cristiane,F
Doctrove,F
Elienne,F
Euchariste,F
Fatima,F
Gislene,F
Ide,F
Jackie,F
Jeannick,F
Josceline,F
Lidy,F
Luisa,F
Marie-Agnès,F
Marie-Noëlle,F
Marie-Yvette,F
Miriam,F
Osmane,F
Sona,F
Sonya,F
Yamina,F
Zdzislawa,F
Alfonso,M
Arnault,M
Christine,M
Euphrase,M
Ferjeux,M
Golven,M
Jimmy,M
Judes,M
Manfred,M
Meen,M
Natan,M
Olive,M
Paulo,M
Valter,M
Yvonnick,M
Anette,F
Armele,F
Ghyslaine,F
Gildas,F
Gishlaine,F
Gualberte,F
Heliere,F
Jasmonde,F
Jessie,F
Josselyne,F
Lyane,F
Lyse,F
Marga,F
Marie-Christiane,F
Philibert,F
Rosemay,F
Servaise,F
Thierry,F
Alin,M
Amélie,M
Anastasie,M
Dany,M
Florus,M
Jaroslav,M
Jean-Luc,M
Lucrece,M
Mieceslaw,M
Solange,M
Anie,F
Aude,F
Balbine,F
Bienaimee,F
Donia,F
Elyette,F
Feriee,F
Guylaine,F
Jannick,F
Janny,F
Justin,F
Lionelle,F
Louisanne,F
Marie-Josee,F
Marie-Valentine,F
Maximilie,F
Rejine,F
Vivette,F
Aurélie,M
Berton,M
Danny,M
Edy,M
Expedie,M
Franchin,M
Jaki,M
Jean-Bernard,M
Lyonel,M
Rosan,M
Ah,F
Anique,F
Anise,F
Danuta,F
Dorise,F
Frantz,F
Henrina,F
Joele,F
Ketty,F
Lucianne,F
Marie-Andrée,F
Marie-Céline,F
Marie-Luce,F
Marie-Renée,F
Miren,F
Rabia,F
Seraphin,F
Violaine,F
Annonciat,M
Denise,M
François-Xavier,M
Geo,M
Gesner,M
Guilhem,M
Henriot,M
Hortense,M
Jany,M
Josian,M
Judicael,M
Ode,M
Rito,M
Sami,M
Suzon,M
Arielle,F
Christa,F
Claudiane,F
Daniella,F
Dany,F
Edda,F
Gisleine,F
Gislhaine,F
Henrie,F
Laurent,F
Maitena,F
Marie-Monique,F
Marie-Solange,F
Mimose,F
Privat,F
Rogine,F
Sylvanise,F
Zoubeda,F
Erik,M
Ginot,M
Jean-Daniel,M
Marck,M
Milan,M
Pacome,M
Prague,M
Raynald,M
Serges,M
Abella,F
Alex,F
Alfred,F
Claudy,F
Clodine,F
Danny,F
Doriane,F
Farida,F
Géraldine,F
Honorette,F
Joseane,F
Lyne,F
Mariannick,F
Marie-Amélie,F
Marie-Elisabeth,F
Marie-Ginette,F
Marie-Léone,F
Marilene,F
Reine-Marie,F
Apollonie,M
Baudoin,M
Cension,M
Francius,M
Giles,M
Hildebert,M
Jaques,M
Materne,M
Mohand,M
Vivian,M
Anges,F
Charlyne,F
Christelle,F
Claudinette,F
Emiliane,F
Expedite,F
Inge,F
Louisane,F
Marie-Bernadette,F
Marie-Lise,F
Monika,F
Charlie,M
Cherif,M
Chrystian,M
Claudy,M
Janick,M
Jean-Albert,M
Josselin,M
Rafael,M
Raynaud,M
Alexe,F
Anni,F
Basilide,F
Bazile,F
Carine,F
Christel,F
Gerlinde,F
Godefroy,F
Gudrun,F
Gyslaine,F
Hannelore,F
Heide,F
Ingrid,F
Ingride,F
Jutta,F
Léna,F
Marie-Aimée,F
Mirta,F
Myrtille,F
Nazaire,F
Occuline,F
Renate,F
Roswitha,F
Rozenn,F
Sieglinde,F
Tekla,F
Ursula,F
Ute,F
Waltraud,F
Alfons,M
Arnauld,M
Chantal,M
Dieter,M
Ernst,M
Georges-Marie,M
Gunter,M
Harald,M
Jean-Gabriel,M
Jeanpierre,M
Johny,M
Jurgen,M
Klaus,M
Lothaire,M
Lothar,M
Rudi,M
Théodore,M
Yanick,M
Dagmar,F
Elke,F
Felide,F
Francelise,F
Gerta,F
Gerty,F
Gitane,F
Gratien,F
Heidemarie,F
Heidi,F
Karin,F
Karine,F
Katherine,F
Lucene,F
Maggy,F
Murielle,F
Roselys,F
Sigrid,F
Walburga,F
Annick,M
Anton,M
Arcadius,M
Armin,M
Bernd,M
Gerd,M
Hocine,M
Jérôme,M
Jocelin,M
Julio,M
Rainer,M
Ralf,M
Régis,M
Volker,M
Wilfried,M
Annaick,F
Damase,F
Elga,F
Franciane,F
Hanna,F
Helma,F
Isolde,F
Juline,F
Lilyane,F
Marie-Jacqueline,F
Marie-Joëlle,F
Marie-Josette,F
Marie-Michelle,F
Maryannick,F
Marylene,F
Maryline,F
Marylise,F
Myrianne,F
Nadiege,F
Soizic,F
Wilma,F
Yolene,F
Yvane,F
Alwin,M
César,M
Claus,M
Dietmar,M
Elois,M
Erwan,M
Franklin,M
Gert,M
Jean-Christian,M
Joe,M
Johnny,M
Judex,M
Loik,M
Mauro,M
Rachid,M
Reynaud,M
Udo,M
Ulrich,M
Ursule,M
Abdonise,F
Annie-France,F
Bibiane,F
Danie,F
France-Marie,F
Guylene,F
Gwenola,F
Jeremie,F
Josie,F
Josy,F
Katia,F
Leila,F
Lida,F
Lourdes,F
Marie-Colette,F
Marie-Martine,F
Mary-France,F
Rejeane,F
Roseda,F
Rosie,F
Sergette,F
Wera,F
Yvelyne,F
Alibert,M
Elin,M
Erhard,M
Fabrice,M
Iwan,M
Jacquis,M
Jean-André,M
Jean-Francis,M
Jean-Jack,M
Jean-Maurice,M
Jean-Patrick,M
Jean-Pol,M
Jean-Roger,M
Jurek,M
Leszek,M
Pierrick,M
Richemont,M
Ann,F
Anne-Françoise,F
Annie-Claude,F
Carole,F
Francelyne,F
Joscelyne,F
Kathleen,F
Marie-Caroline,F
Marie-Geneviève,F
Marie-Noele,F
Marjolaine,F
Régina,F
Sadia,F
Servane,F
Silvette,F
Suzele,F
Valentina,F
Venise,F
Yanick,F
Zaina,F
Baudouin,M
Carol,M
Cyril,M
Eddy,M
Guenael,M
Hyppolite,M
Jackies,M
Jean-Guy,M
Jean-Max,M
Nicol,M
Pierre-Yves,M
Tadensz,M
Teddy,M
Albane,F
Angelita,F
Anik,F
Anne-Lise,F
Annie-Marie,F
Anonyme,F
Aubert,F
Axelle,F
Djamila,F
Dolene,F
Elisemee,F
Felie,F
Ghiselaine,F
Giselaine,F
Jamila,F
Joël,F
Joële,F
Joella,F
Josée,F
Joselita,F
Magaly,F
Magdalena,F
Malika,F
Marianick,F
Marie-Aude,F
Marie-Daniele,F
Marie-Danielle,F
Marie-Edith,F
Marie-George,F
Marie-Laurence,F
Marie-Line,F
Marie-Micheline,F
Maritchu,F
Muriele,F
Myriane,F
Nady,F
Nita,F
Roselise,F
Scarlette,F
Servanne,F
Shirley,F
Sibylle,F
Sybille,F
Violetta,F
Yvonnick,F
Akli,M
Allan,M
Anonyme,M
Bachir,M
Charley,M
Farouk,M
Flavius,M
Hary,M
Hassim,M
Henrio,M
Ives,M
Jacquies,M
Jannick,M
Jean-Alain,M
Jean-Henri,M
Jean-Pascal,M
Johan,M
Kamel,M
Larbi,M
Liberto,M
Patric,M
Paul-Joseph,M
Paul-Louis,M
Renald,M
Reynald,M
Sliman,M
Vartan,M
Annyck,F
Armonia,F
Bénédicte,F
Beryl,F
Caroll,F
Chantalle,F
Christian,F
Chrystiane,F
Edouarline,F
Évelyne,F
France-Lise,F
Gaelle,F
Geralde,F
Margareth,F
Marie-Brigitte,F
Marie-Elise,F
Marie-Evelyne,F
Marie-Josée,F
Marie-Josie,F
Marie-Pascale,F
Marie-Sylvie,F
Marize,F
Mirentchu,F
Miryam,F
Nadyne,F
Ninetta,F
Noëlla,F
Sandrine,F
Sultana,F
Tania,F
Theonie,F
Thérèse-Marie,F
Abd,M
Amed,M
André-Pierre,M
Ariel,M
Aymeric,M
Charlin,M
Dan,M
Gael,M
Germinal,M
Guilain,M
Hughes,M
Jean-Antoine,M
Jean-Christophe,M
Jean-Denis,M
Jean-Dominique,M
Jeanot,M
Josy,M
Kenneth,M
Lahcene,M
Lakdar,M
Loick,M
Meziane,M
Mouloud,M
Mustapha,M
Omar,M
Richel,M
Russel,M
Virginien,M
Yvrin,M
Alima,F
Anny-Claude,F
Ariele,F
Aziza,F
Carol,F
Dahbia,F
Expedita,F
Francianne,F
Germanie,F
Guenola,F
Jeanick,F
Johanne,F
Karen,F
Margarita,F
Mariam,F
Mariane,F
Marie-Bernard,F
Marie-Elizabeth,F
Marie-Eve,F
Marie-Georges,F
Marie-Lys,F
Marie-Lyse,F
Marie-Michèle,F
Marie-Nicole,F
Mariele,F
Marin,F
Martyne,F
Maryvonnick,F
Maureen,F
Mira,F
Mylène,F
Natacha,F
Nuria,F
Rose-Aimée,F
Rose-Lise,F
Rosemaine,F
Sylvane,F
Abdallah,M
Abdel,M
Abdelkader,M
Aissa,M
Allen,M
Ben,M
Bertho,M
Chaim,M
Eddie,M
Eliseo,M
Farid,M
Françis,M
Frans,M
Ghyslain,M
Guenhael,M
Gutemberg,M
Guylain,M
Hamed,M
Helen,M
Jammes,M
Jamy,M
Jean-Etienne,M
Jean-José,M
Jean-Loïc,M
Jean-Martin,M
Jean-Patrice,M
Jean-Richard,M
Jeannick,M
Lounes,M
Marie-André,M
Marie-Bernard,M
Mohammed,M
Muriel,M
Pierre-André,M
Raffi,M
Rudy,M
Salah,M
Sorel,M
Sylvian,M
Tahar,M
Youcef,M
Ange-Marie,F
Anne-Elisabeth,F
Anne-France,F
Anne-Yvonne,F
Arianne,F
Arlene,F
Arlete,F
Bertin,F
